Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
51,"J Guo, J Zhou, H Qin, Q Zou, Q Li","Monthly streamflow forecasting based on improved support vector machine model",2011,"Expert Systems with Applications","Elsevier","http://www.sciencedirect.com/science/article/pii/S0957417411006415","https://scholar.google.com/scholar?cites=8413699837725546733&as_sdt=5,33&sciodt=0,33&hl=en&num=20",788,"2017-06-15","","","","",0,0,0,0,51
51,"Y Zhang, N Meratnia, PJM Havinga","Distributed online outlier detection in wireless sensor networks using ellipsoidal support vector machine",2013,"Ad hoc networks","Elsevier","http://www.sciencedirect.com/science/article/pii/S1570870512002041","https://scholar.google.com/scholar?cites=7681254106740036790&as_sdt=5,33&sciodt=0,33&hl=en&num=20",816,"2017-06-15","","","","",0,0,0,0,51
51,"L Zhang, F Tian, H Nie, L Dang, G Li, Q Ye…","Classification of multiple indoor air contaminants by an electronic nose and a hybrid support vector machine",2012,"Sensors and Actuators B: …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0925400512007010","https://scholar.google.com/scholar?cites=8125463210743202870&as_sdt=5,33&sciodt=0,33&hl=en&num=20",910,"2017-06-15","","","","",0,0,0,0,51
51,"Y Lv, J Liu, T Yang, D Zeng","A novel least squares support vector machine ensemble model for NO x emission prediction of a coal-fired boiler",2013,"Energy","Elsevier","http://www.sciencedirect.com/science/article/pii/S0360544213001953","https://scholar.google.com/scholar?cites=1859084362898556951&as_sdt=5,33&sciodt=0,33&hl=en&num=20",920,"2017-06-15","","","","",0,0,0,0,51
50,"A Shoeb, D Carlson, E Panken…","A micropower support vector machine based seizure detection architecture for embedded medical devices",2009,"Engineering in Medicine …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5333790/","https://scholar.google.com/scholar?cites=7372061261228870278&as_sdt=5,33&sciodt=0,33&hl=en&num=20",514,"2017-06-15","","","","",0,0,0,0,50
50,"Y Chavhan, ML Dhore, P Yesaware","Speech emotion recognition using support vector machine",2010,"International Journal of …","researchgate.net","https://www.researchgate.net/profile/Manikrao_Dhore/publication/43785303_Speech_Emotion_Recognition_Using_Support_Vector_Machines/links/0deec5243c08426014000000.pdf","https://scholar.google.com/scholar?cites=15253363263251487057&as_sdt=5,33&sciodt=0,33&hl=en&num=20",574,"2017-06-15","PDF","","","",0,0,0,0,50
50,"R Li, HN Wang, H He, YM Cui…","Support vector machine combined with K-nearest neighbors for solar flare forecasting",2007,"Chinese Journal of …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/1009-9271/7/3/15/meta","https://scholar.google.com/scholar?cites=4927369767006597355&as_sdt=5,33&sciodt=0,33&hl=en&num=20",641,"2017-06-15","","","","",0,0,0,0,50
50,"S Krasser, Y Tang, J Gould…","Identifying image spam based on header and file properties using C4. 5 decision trees and support vector machine learning",2007,"… Workshop, 2007. IAW …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/4267569/","https://scholar.google.com/scholar?cites=521095011055216331&as_sdt=5,33&sciodt=0,33&hl=en&num=20",681,"2017-06-15","","","","",0,0,0,0,50
50,"SN Ahsan, J Ferzund, F Wotawa","Automatic software bug triage system (bts) based on latent semantic indexing and support vector machine",2009,"… Engineering Advances, 2009 …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5298419/","https://scholar.google.com/scholar?cites=16310535167338281389&as_sdt=5,33&sciodt=0,33&hl=en&num=20",763,"2017-06-15","","","","",0,0,0,0,50
50,"A Mizushima, R Lu","An image segmentation method for apple sorting and grading using support vector machine and Otsu's method",2013,"Computers and electronics in agriculture","Elsevier","http://www.sciencedirect.com/science/article/pii/S0168169913000483","https://scholar.google.com/scholar?cites=9849667570109436634&as_sdt=5,33&sciodt=0,33&hl=en&num=20",803,"2017-06-15","","","","",0,0,0,0,50
50,"TB Trafalis, O Oladunni…","Two-phase flow regime identification with a multiclassification support vector machine (SVM) model",2005,"Industrial & engineering …","ACS Publications","http://pubs.acs.org/doi/abs/10.1021/ie048973l","https://scholar.google.com/scholar?cites=8105430400081398798&as_sdt=5,33&sciodt=0,33&hl=en&num=20",811,"2017-06-15","","","","",0,0,0,0,50
50,"RJ Zawadzki, AR Fuller, DF Wiley…","Adaptation of a support vector machine algorithm for segmentation and visualization of retinal structures in volumetric optical coherence tomography data sets",2007,"… of biomedical optics","spiedigitallibrary.org","http://spiedigitallibrary.org/article.aspx?articleid=1102463%20","https://scholar.google.com/scholar?cites=14013948363576238591&as_sdt=5,33&sciodt=0,33&hl=en&num=20",814,"2017-06-15","","","","",0,0,0,0,50
50,"A Mellit, AM Pavan, M Benghanem","Least squares support vector machine for short-term prediction of meteorological time series",2013,"Theoretical and applied climatology","Springer","http://link.springer.com/article/10.1007/s00704-012-0661-7","https://scholar.google.com/scholar?cites=2216333465101614269&as_sdt=5,33&sciodt=0,33&hl=en&num=20",849,"2017-06-15","","","","",0,0,0,0,50
50,"JL Chen, GS Li, SJ Wu","Assessing the potential of support vector machine for estimating daily solar radiation using sunshine duration",2013,"Energy conversion and Management","Elsevier","http://www.sciencedirect.com/science/article/pii/S0196890413003464","https://scholar.google.com/scholar?cites=5209077232087203959&as_sdt=5,33&sciodt=0,33&hl=en&num=20",863,"2017-06-15","","","","",0,0,0,0,50
50,"B Tarigan, SA Van De Geer","Classifiers of support vector machine type with\ ell1 complexity regularization",2006,"Bernoulli","projecteuclid.org","http://projecteuclid.org/euclid.bj/1165269150","https://scholar.google.com/scholar?cites=18027762199220280376&as_sdt=5,33&sciodt=0,33&hl=en&num=20",894,"2017-06-15","","","","",0,0,0,0,50
49,"XB Zhou, C Chen, ZC Li, XY Zou","Improved prediction of subcellular location for apoptosis proteins by the dual-layer support vector machine",2008,"Amino acids","Springer","http://www.springerlink.com/index/G368N45271P05157.pdf","https://scholar.google.com/scholar?cites=10605071015067128417&as_sdt=5,33&sciodt=0,33&hl=en&num=20",655,"2017-06-15","","","","",0,0,0,0,49
49,"S Srinoy","Intrusion detection model based on particle swarm optimization and support vector machine",2007,"Computational Intelligence in Security and Defense …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/4219099/","https://scholar.google.com/scholar?cites=7240138073961090680&as_sdt=5,33&sciodt=0,33&hl=en&num=20",665,"2017-06-15","","","","",0,0,0,0,49
49,"JB Gao, SR Gunn, CJ Harris","Mean field method for the support vector machine regression",2003,"Neurocomputing","Elsevier","http://www.sciencedirect.com/science/article/pii/S0925231202005738","https://scholar.google.com/scholar?cites=7111377562662051697&as_sdt=5,33&sciodt=0,33&hl=en&num=20",705,"2017-06-15","","","","",0,0,0,0,49
49,"CJ Du, DW Sun","Multi-classification of pizza using computer vision and support vector machine",2008,"Journal of Food Engineering","Elsevier","http://www.sciencedirect.com/science/article/pii/S0260877407005146","https://scholar.google.com/scholar?cites=10943627329911624332&as_sdt=5,33&sciodt=0,33&hl=en&num=20",755,"2017-06-15","","","","",0,0,0,0,49
49,"B Rajwa, M Venkatapathi, K Ragheb…","Automated classification of bacterial particles in flow by multiangle scatter measurement and support vector machine classifier",2008,"Cytometry Part …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/cyto.a.20515/full","https://scholar.google.com/scholar?cites=14450490134719056243&as_sdt=5,33&sciodt=0,33&hl=en&num=20",835,"2017-06-15","HTML","","","",0,0,0,0,49
49,"YH Shao, WJ Chen, NY Deng","Nonparallel hyperplane support vector machine for binary classification problems",2014,"Information Sciences","Elsevier","http://www.sciencedirect.com/science/article/pii/S0020025513007883","https://scholar.google.com/scholar?cites=15517407324759695447&as_sdt=5,33&sciodt=0,33&hl=en&num=20",845,"2017-06-15","","","","",0,0,0,0,49
49,"S Haller, S Badoud, D Nguyen…","Individual detection of patients with Parkinson disease using support vector machine analysis of diffusion tensor imaging data: initial results",2012,"American Journal …","Am Soc Neuroradiology","http://www.ajnr.org/content/33/11/2123.short","https://scholar.google.com/scholar?cites=3774666662971706902&as_sdt=5,33&sciodt=0,33&hl=en&num=20",941,"2017-06-15","","","","",0,0,0,0,49
49,"T Harris","Credit scoring using the clustered support vector machine",2015,"Expert Systems with Applications","Elsevier","http://www.sciencedirect.com/science/article/pii/S0957417414005119","https://scholar.google.com/scholar?cites=9921547592305956707&as_sdt=5,33&sciodt=0,33&hl=en&num=20",953,"2017-06-15","","","","",0,0,0,0,49
48,"LIXLLIUJ Min, SHIZ Zhi","A Chinese Web Page Classifier Based on Support Vector Machine and Unsupervised Clustering [J]",2001,"Chinese Journal of Computers","en.cnki.com.cn","http://en.cnki.com.cn/Article_en/CJFDTOTAL-JSJX200101007.htm","https://scholar.google.com/scholar?cites=17366471673074520079&as_sdt=5,33&sciodt=0,33&hl=en&num=20",464,"2017-06-15","","","","",0,0,0,0,48
48,"P Andras","The equivalence of support vector machine and regularization neural networks",2002,"Neural Processing Letters","Springer","http://www.springerlink.com/index/ENHWUP9TMW6RQUEB.pdf","https://scholar.google.com/scholar?cites=13124933650722678814&as_sdt=5,33&sciodt=0,33&hl=en&num=20",468,"2017-06-15","","","","",0,0,0,0,48
48,"J Millet-Roig, R Ventura-Galiano…","Support vector machine for arrhythmia discrimination with wavelet transform-based feature selection",2000,"… in Cardiology 2000","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/898543/","https://scholar.google.com/scholar?cites=3734083910132521823&as_sdt=5,33&sciodt=0,33&hl=en&num=20",616,"2017-06-15","","","","",0,0,0,0,48
48,"C Zhang, X Chen, M Chen, SC Chen…","A multiple instance learning approach for content based image retrieval using one-class support vector machine",2005,"Multimedia and Expo, …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1521628/","https://scholar.google.com/scholar?cites=8228555745206913209&as_sdt=5,33&sciodt=0,33&hl=en&num=20",646,"2017-06-15","","","","",0,0,0,0,48
