Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
18824,"JR Quinlan","Induction of decision trees",1986,"Machine learning","Springer","http://link.springer.com/article/10.1007/BF00116251","https://scholar.google.com/scholar?cites=8488599356685324414&as_sdt=5,33&sciodt=0,33&hl=en&num=20",37,"2017-06-15","","","","",0,0,0,0,18824
7233,"R Kohavi","A study of cross-validation and bootstrap for accuracy estimation and model selection",1995,"Ijcai","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/0be0/d781305750b37acb35fa187febd8db67bfcc.pdf","https://scholar.google.com/scholar?cites=4947254018642872463&as_sdt=5,33&sciodt=0,33&hl=en&num=20",265,"2017-06-15","PDF","","","",0,0,0,0,7233
3933,"WW Cohen","Fast effective rule induction",1995,"Proceedings of the twelfth international conference …","books.google.com","https://books.google.com/books?hl=en&lr=&id=akijBQAAQBAJ&oi=fnd&pg=PA115&dq=%22decision+tree%22&ots=MJ0Hx4zOxp&sig=Brdwn967uMaZk2bEZoFeKz7ERLI","https://scholar.google.com/scholar?cites=10931415837674244356&as_sdt=5,33&sciodt=0,33&hl=en&num=20",349,"2017-06-15","","","","",0,0,0,0,3933
3888,"TG Dietterich","Ensemble methods in machine learning",2000,"International workshop on multiple classifier systems","Springer","http://link.springer.com/chapter/10.1007/3-540-45014-9_1","https://scholar.google.com/scholar?cites=8933724544401065115&as_sdt=5,33&sciodt=0,33&hl=en&num=20",186,"2017-06-15","","","","",0,0,0,0,3888
3433,"R Agrawal. R Srikant","Privacy-preserving data mining",2000,"ACM Sigmod Record","dl.acm.org","http://dl.acm.org/citation.cfm?id=335438","https://scholar.google.com/scholar?cites=1802754271751404607&as_sdt=5,33&sciodt=0,33&hl=en&num=20",418,"2017-06-15","","","","",0,0,0,0,3433
3277,"TK Ho","The random subspace method for constructing decision forests",1998,"IEEE transactions on pattern analysis and machine …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/709601/","https://scholar.google.com/scholar?cites=8523996798901021270&as_sdt=5,33&sciodt=0,33&hl=en&num=20",774,"2017-06-15","","","","",0,0,0,0,3277
3217,"H Schmid","Probabilistic part-oﬁspeech tagging using decision trees",2013,"New methods in language processing","books.google.com","https://books.google.com/books?hl=en&lr=&id=-TP_AQAAQBAJ&oi=fnd&pg=PA154&dq=%22decision+tree%22&ots=WTmzflUm61&sig=Hu27ZHFkhw2NO2TWet_zXhlTJTA","https://scholar.google.com/scholar?cites=15715672177766606018&as_sdt=5,33&sciodt=0,33&hl=en&num=20",13,"2017-06-15","","","","",0,0,0,0,3217
2698,"MPS Brown. WN Grundy. D Lin…","Knowledge-based analysis of microarray gene expression data by using support vector machines",2000,"Proceedings of the …","National Acad Sciences","http://www.pnas.org/content/97/1/262.short","https://scholar.google.com/scholar?cites=12480117044468770978&as_sdt=5,33&sciodt=0,33&hl=en&num=20",628,"2017-06-15","","","","",0,0,0,0,2698
2638,"GH John. P Langley","Estimating continuous distributions in Bayesian classifiers",1995,"Proceedings of the Eleventh conference on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2074196","https://scholar.google.com/scholar?cites=1509403894416823880&as_sdt=5,33&sciodt=0,33&hl=en&num=20",587,"2017-06-15","","","","",0,0,0,0,2638
2529,"L Bao. SS Intille","Activity recognition from user-annotated acceleration data",2004,"International Conference on Pervasive Computing","Springer","http://link.springer.com/chapter/10.1007/978-3-540-24646-6_1","https://scholar.google.com/scholar?cites=4186847596104919273&as_sdt=5,33&sciodt=0,33&hl=en&num=20",605,"2017-06-15","","","","",0,0,0,0,2529
2078,"JR Quinlan","Simplifying decision trees",1987,"International journal of man-machine studies","Elsevier","http://www.sciencedirect.com/science/article/pii/S0020737387800536","https://scholar.google.com/scholar?cites=7122165111549956239&as_sdt=5,33&sciodt=0,33&hl=en&num=20",97,"2017-06-15","","","","",0,0,0,0,2078
1992,"BW Boehm","Software risk management: principles and practices",1991,"IEEE software","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/62930/","https://scholar.google.com/scholar?cites=3116044890344430405&as_sdt=5,33&sciodt=0,33&hl=en&num=20",313,"2017-06-15","","","","",0,0,0,0,1992
1966,"O Clermont. S Bonacorsi. E Bingen","Rapid and simple determination of theEscherichia coli phylogenetic group",2000,"Applied and environmental …","Am Soc Microbiol","http://aem.asm.org/content/66/10/4555.short","https://scholar.google.com/scholar?cites=14407005290512192641&as_sdt=5,33&sciodt=0,33&hl=en&num=20",466,"2017-06-15","","","","",0,0,0,0,1966
1946,"A Ratnaparkhi","A maximum entropy model for part-of-speech tagging",1996,"… of the conference on empirical methods in …","anthology.aclweb.org","http://www.anthology.aclweb.org/W/W96/W96-0213.pdf","https://scholar.google.com/scholar?cites=3890108058697386353&as_sdt=5,33&sciodt=0,33&hl=en&num=20",679,"2017-06-15","PDF","","","",0,0,0,0,1946
1702,"P Domingos. G Hulten","Mining high-speed data streams",2000,"Proceedings of the sixth ACM SIGKDD …","dl.acm.org","http://dl.acm.org/citation.cfm?id=347107","https://scholar.google.com/scholar?cites=15582021625977411323&as_sdt=5,33&sciodt=0,33&hl=en&num=20",670,"2017-06-15","","","","",0,0,0,0,1702
1601,"A Ross. A Jain","Information fusion in biometrics",2003,"Pattern recognition letters","Elsevier","http://www.sciencedirect.com/science/article/pii/S0167865503000795","https://scholar.google.com/scholar?cites=6422066898815447163&as_sdt=5,33&sciodt=0,33&hl=en&num=20",460,"2017-06-15","","","","",0,0,0,0,1601
1570,"RD Shachter","Evaluating influence diagrams",1986,"Operations research","pubsonline.informs.org","http://pubsonline.informs.org/doi/abs/10.1287/opre.34.6.871","https://scholar.google.com/scholar?cites=5634900805641467598&as_sdt=5,33&sciodt=0,33&hl=en&num=20",653,"2017-06-15","","","","",0,0,0,0,1570
1559,"RA Howard. JE Matheson","Influence diagrams",1981,"","Stanford Research Institute","","https://scholar.google.com/scholar?cites=14251819400975835238&as_sdt=5,33&sciodt=0,33&hl=en&num=20",27,"2017-06-15","CITATION","","","",0,0,0,0,1559
1498,"KR Beebe. RJ Pell. MB Seasholtz","Chemometrics: a practical guide",1998,"","Wiley-Interscience","","https://scholar.google.com/scholar?cites=17715330942988964382&as_sdt=5,33&sciodt=0,33&hl=en&num=20",181,"2017-06-15","CITATION","","","",0,0,0,0,1498
1469,"P Steinmann. J Keiser. R Bos. M Tanner…","Schistosomiasis and water resources development: systematic review. meta-analysis. and estimates of people at risk",2006,"The Lancet infectious …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1473309906705217","https://scholar.google.com/scholar?cites=1193520322962291911&as_sdt=5,33&sciodt=0,33&hl=en&num=20",306,"2017-06-15","","","","",0,0,0,0,1469
1407,"G Hulten. L Spencer. P Domingos","Mining time-changing data streams",2001,"Proceedings of the seventh ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=502529","https://scholar.google.com/scholar?cites=13933643516931187706&as_sdt=5,33&sciodt=0,33&hl=en&num=20",783,"2017-06-15","","","","",0,0,0,0,1407
1403,"D Povey. A Ghoshal. G Boulianne…","The Kaldi speech recognition toolkit",2011,"IEEE 2011 workshop …","infoscience.epfl.ch","https://infoscience.epfl.ch/record/192584","https://scholar.google.com/scholar?cites=8690069263871570191&as_sdt=5,33&sciodt=0,33&hl=en&num=20",498,"2017-06-15","","","","",0,0,0,0,1403
1386,"J Yang. V Honavar","Feature subset selection using a genetic algorithm",1998,"IEEE Intelligent Systems and their …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/671091/","https://scholar.google.com/scholar?cites=18023196502682808160&as_sdt=5,33&sciodt=0,33&hl=en&num=20",107,"2017-06-15","","","","",0,0,0,0,1386
1367,"J Shafer. R Agrawal. M Mehta","SPRINT: A scalable parallel classi er for data mining",1996,"Proc. 1996 Int. Conf. Very Large Data …","cs.ecu.edu","http://www.cs.ecu.edu/dingq/CSCI6905/readings/shafer96sprint.pdf","https://scholar.google.com/scholar?cites=5626522069454746813&as_sdt=5,33&sciodt=0,33&hl=en&num=20",703,"2017-06-15","PDF","","","",0,0,0,0,1367
1337,"C Elkan","The foundations of cost-sensitive learning",2001,"International joint conference on artificial …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/0fba/3766c7d613da8f35a2872f728c0c9e081092.pdf","https://scholar.google.com/scholar?cites=8109812385945136783&as_sdt=5,33&sciodt=0,33&hl=en&num=20",446,"2017-06-15","PDF","","","",0,0,0,0,1337
1332,"P Goel","An Implicit Enumeration Algorithm to Generate",1981,"IEEE transactions on Computers","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/1675757/","https://scholar.google.com/scholar?cites=9932689792004668599&as_sdt=5,33&sciodt=0,33&hl=en&num=20",370,"2017-06-15","","","","",0,0,0,0,1332
1318,"SR Safavian. D Landgrebe","A survey of decision tree classifier methodology",1991,"IEEE transactions on systems. man …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/97458/","https://scholar.google.com/scholar?cites=9911984547490611357&as_sdt=5,33&sciodt=0,33&hl=en&num=20",2,"2017-06-15","","","","",0,0,0,0,1318
1317,"EJ Pebesma","Multivariable geostatistics in S: the gstat package",2004,"Computers & Geosciences","Elsevier","http://www.sciencedirect.com/science/article/pii/S0098300404000676","https://scholar.google.com/scholar?cites=17738566181524505097&as_sdt=5,33&sciodt=0,33&hl=en&num=20",923,"2017-06-15","","","","",0,0,0,0,1317
1280,"N Ravi. N Dandekar. P Mysore. ML Littman","Activity recognition from accelerometer data",2005,"Aaai","aaai.org","http://www.aaai.org/Papers/IAAI/2005/IAAI05-013","https://scholar.google.com/scholar?cites=9997398854820131543&as_sdt=5,33&sciodt=0,33&hl=en&num=20",705,"2017-06-15","PDF","","","",0,0,0,0,1280
1277,"KI Forster","Accessing the mental lexicon",1976,"New approaches to language mechanisms","","","https://scholar.google.com/scholar?cites=17326142632143189881&as_sdt=5,33&sciodt=0,33&hl=en&num=20",119,"2017-06-15","CITATION","","","",0,0,0,0,1277
1273,"ACC Yao","Some complexity questions related to distributive computing (preliminary report)",1979,"Proceedings of the eleventh annual ACM symposium …","dl.acm.org","http://dl.acm.org/citation.cfm?id=804414","https://scholar.google.com/scholar?cites=3383790328358209670&as_sdt=5,33&sciodt=0,33&hl=en&num=20",455,"2017-06-15","","","","",0,0,0,0,1273
1239,"BL Adam. Y Qu. JW Davis. MD Ward. MA Clements…","Serum protein fingerprinting coupled with a pattern-matching algorithm distinguishes prostate cancer from benign prostate hyperplasia and healthy men",2002,"Cancer research","AACR","http://cancerres.aacrjournals.org/content/62/13/3609.short","https://scholar.google.com/scholar?cites=15627461628250255513&as_sdt=5,33&sciodt=0,33&hl=en&num=20",905,"2017-06-15","","","","",0,0,0,0,1239
1155,"E Frank. IH Witten","Generating accurate rule sets without global optimization",1998,"","researchcommons.waikato.ac.nz","http://researchcommons.waikato.ac.nz/handle/10289/1047","https://scholar.google.com/scholar?cites=309517554613110512&as_sdt=5,33&sciodt=0,33&hl=en&num=20",389,"2017-06-15","","","","",0,0,0,0,1155
1140,"RE Schapire","A brief introduction to boosting",1999,"Ijcai","math.biu.ac.il","http://math.biu.ac.il/~louzouy/courses/seminar/boost1.pdf","https://scholar.google.com/scholar?cites=16605227876226394358&as_sdt=5,33&sciodt=0,33&hl=en&num=20",809,"2017-06-15","PDF","","","",0,0,0,0,1140
1133,"M Wiegel. C Meston. R Rosen","The female sexual function index (FSFI): cross-validation and development of clinical cutoff scores",2005,"Journal of sex & marital therapy","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1080/00926230590475206","https://scholar.google.com/scholar?cites=13316154921606840412&as_sdt=5,33&sciodt=0,33&hl=en&num=20",937,"2017-06-15","","","","",0,0,0,0,1133
1120,"JPM Silva. KA Sakallah","GRASP—a new search algorithm for satisfiability",1997,"Proceedings of the 1996 IEEE/ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=244560","https://scholar.google.com/scholar?cites=10082780578965484619&as_sdt=5,33&sciodt=0,33&hl=en&num=20",713,"2017-06-15","","","","",0,0,0,0,1120
1119,"DD Lewis. M Ringuette","A comparison of two learning algorithms for text categorization",1994,"Third annual symposium on document …","researchgate.net","https://www.researchgate.net/profile/Marc_Ringuette2/publication/2249086_A_Comparison_of_Two_Learning_Algorithms_for_Text_Categorization/links/0c960522fa7b8d14e1000000.pdf","https://scholar.google.com/scholar?cites=16458813651373640811&as_sdt=5,33&sciodt=0,33&hl=en&num=20",525,"2017-06-15","PDF","","","",0,0,0,0,1119
1111,"R Kohavi","Scaling Up the Accuracy of Naive-Bayes Classifiers: A Decision-Tree Hybrid.",1996,"KDD","researchgate.net","https://www.researchgate.net/profile/Ron_Kohavi/publication/2669468_Scaling_Up_the_Accuracy_of_Naive-Bayes_Classifiers_a_Decision-Tree_Hybrid/links/02e7e51bcc0412a02b000000.pdf","https://scholar.google.com/scholar?cites=12618714741838596829&as_sdt=5,33&sciodt=0,33&hl=en&num=20",1,"2017-06-15","PDF","","","",0,0,0,0,1111
1108,"M Mehta. R Agrawal. J Rissanen","SLIQ: A fast scalable classifier for data mining",1996,"Advances in Database Technology— …","Springer","http://www.springerlink.com/index/MT27Q3G813631K79.pdf","https://scholar.google.com/scholar?cites=4688022997582776345&as_sdt=5,33&sciodt=0,33&hl=en&num=20",516,"2017-06-15","","","","",0,0,0,0,1108
1096,"TJ Ley. ER Mardis. L Ding. B Fulton. MD McLellan…","DNA sequencing of a cytogenetically normal acute myeloid leukaemia genome",2008,"Nature","nature.com","http://www.nature.com/nature/journal/v456/n7218/abs/nature07485.html","https://scholar.google.com/scholar?cites=6938478639075391796&as_sdt=5,33&sciodt=0,33&hl=en&num=20",906,"2017-06-15","","","","",0,0,0,0,1096
1070,"BE Rabinow","Nanosuspensions in drug delivery",2004,"Nature Reviews Drug Discovery","nature.com","http://www.nature.com/nrd/journal/v3/n9/abs/nrd1494.html","https://scholar.google.com/scholar?cites=7586047255736449812&as_sdt=5,33&sciodt=0,33&hl=en&num=20",571,"2017-06-15","","","","",0,0,0,0,1070
1054,"MA Friedl. CE Brodley","Decision tree classification of land cover from remotely sensed data",1997,"Remote sensing of environment","Elsevier","http://www.sciencedirect.com/science/article/pii/S0034425797000497","https://scholar.google.com/scholar?cites=12262497935659415327&as_sdt=5,33&sciodt=0,33&hl=en&num=20",3,"2017-06-15","","","","",0,0,0,0,1054
1004,"RL Rivest","Learning decision lists",1987,"Machine learning","Springer","http://www.springerlink.com/index/W61056747102Q001.pdf","https://scholar.google.com/scholar?cites=10411340083756485926&as_sdt=5,33&sciodt=0,33&hl=en&num=20",289,"2017-06-15","","","","",0,0,0,0,1004
970,"ACC Yao","Probabilistic computations: Toward a unified measure of complexity",1977,"Foundations of Computer Science. 1977.. 18th …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/4567946/","https://scholar.google.com/scholar?cites=16995930114520300541&as_sdt=5,33&sciodt=0,33&hl=en&num=20",396,"2017-06-15","CITATION","","","",0,0,0,0,970
945,"HY Chang. DSA Nuyten. JB Sneddon…","Robustness. scalability. and integration of a wound-response gene expression signature in predicting breast cancer survival",2005,"Proceedings of the …","National Acad Sciences","http://www.pnas.org/content/102/10/3738.short","https://scholar.google.com/scholar?cites=4039341644052702103&as_sdt=5,33&sciodt=0,33&hl=en&num=20",847,"2017-06-15","","","","",0,0,0,0,945
937,"Y Wang. IH Witten","Induction of model trees for predicting continuous classes",1996,"","waikato.researchgateway.ac.nz","https://waikato.researchgateway.ac.nz/handle/10289/1183","https://scholar.google.com/scholar?cites=546523274991688389&as_sdt=5,33&sciodt=0,33&hl=en&num=20",601,"2017-06-15","","","","",0,0,0,0,937
934,"C Clifton. M Kantarcioglu. J Vaidya. X Lin…","Tools for privacy preserving distributed data mining",2002,"ACM Sigkdd Explorations …","dl.acm.org","http://dl.acm.org/citation.cfm?id=772867","https://scholar.google.com/scholar?cites=12791876976884127769&as_sdt=5,33&sciodt=0,33&hl=en&num=20",485,"2017-06-15","","","","",0,0,0,0,934
916,"Y Yuan. MJ Shaw","Induction of fuzzy decision trees",1995,"Fuzzy Sets and systems","Elsevier","http://www.sciencedirect.com/science/article/pii/016501149400229Z","https://scholar.google.com/scholar?cites=15842268025392947820&as_sdt=5,33&sciodt=0,33&hl=en&num=20",322,"2017-06-15","","","","",0,0,0,0,916
916,"SK Murthy","Automatic construction of decision trees from data: A multi-disciplinary survey",1998,"Data mining and knowledge discovery","dl.acm.org","http://dl.acm.org/citation.cfm?id=593472","https://scholar.google.com/scholar?cites=14676017286217376423&as_sdt=5,33&sciodt=0,33&hl=en&num=20",353,"2017-06-15","","","","",0,0,0,0,916
912,"UM Fayyad. KB Irani","On the handling of continuous-valued attributes in decision tree generation",1992,"Machine learning","Springer","http://link.springer.com/article/10.1007/BF00994007","https://scholar.google.com/scholar?cites=15401162872632946603&as_sdt=5,33&sciodt=0,33&hl=en&num=20",5,"2017-06-15","","","","",0,0,0,0,912
897,"JR Quinlan. RL Rivest","Inferring decision trees using the minimum description lenght principle",1989,"Information and computation","Elsevier","http://www.sciencedirect.com/science/article/pii/0890540189900102","https://scholar.google.com/scholar?cites=186741208678688172&as_sdt=5,33&sciodt=0,33&hl=en&num=20",291,"2017-06-15","HTML","","","",0,0,0,0,897
886,"SJ Young. JJ Odell. PC Woodland","Tree-based state tying for high accuracy acoustic modelling",1994,"Proceedings of the workshop on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1075885","https://scholar.google.com/scholar?cites=8700130676943536005&as_sdt=5,33&sciodt=0,33&hl=en&num=20",156,"2017-06-15","","","","",0,0,0,0,886
877,"PE Utgoff","Incremental induction of decision trees",1989,"Machine learning","Springer","http://www.springerlink.com/index/P5G43237654711N7.pdf","https://scholar.google.com/scholar?cites=8534144709093365000&as_sdt=5,33&sciodt=0,33&hl=en&num=20",326,"2017-06-15","","","","",0,0,0,0,877
871,"TK Ho","Random decision forests",1995,"… Analysis and Recognition. 1995.. Proceedings of the …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/598994/","https://scholar.google.com/scholar?cites=2931262457101275201&as_sdt=5,33&sciodt=0,33&hl=en&num=20",121,"2017-06-15","","","","",0,0,0,0,871
866,"P Busch. PJ Lahti. P Mittelstaedt","The quantum theory of measurement",1996,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=1YO9tQ4mFY8C&oi=fnd&pg=PA1&dq=%22decision+tree%22&ots=o4B1SWujjA&sig=-FK-Pq8wf9-Hij42CvRMqJE2I94","https://scholar.google.com/scholar?cites=14023152804072686928&as_sdt=5,33&sciodt=0,33&hl=en&num=20",965,"2017-06-15","BOOK","","","",0,0,0,0,866
861,"VS Verykios. E Bertino. IN Fovino. LP Provenza…","State-of-the-art in privacy preserving data mining",2004,"ACM Sigmod …","dl.acm.org","http://dl.acm.org/citation.cfm?id=974131","https://scholar.google.com/scholar?cites=15297350202779295416&as_sdt=5,33&sciodt=0,33&hl=en&num=20",771,"2017-06-15","","","","",0,0,0,0,861
859,"P Langley. S Sage","Induction of selective Bayesian classifiers",1994,"Proceedings of the Tenth international conference …","dl.acm.org","http://dl.acm.org/citation.cfm?id=2074445","https://scholar.google.com/scholar?cites=11493957696805513081&as_sdt=5,33&sciodt=0,33&hl=en&num=20",704,"2017-06-15","","","","",0,0,0,0,859
838,"WN Street. YS Kim","A streaming ensemble algorithm (SEA) for large-scale classification",2001,"Proceedings of the seventh ACM SIGKDD …","dl.acm.org","http://dl.acm.org/citation.cfm?id=502568","https://scholar.google.com/scholar?cites=5541068030288521544&as_sdt=5,33&sciodt=0,33&hl=en&num=20",582,"2017-06-15","","","","",0,0,0,0,838
830,"N Rosenfeld. R Aharonov. E Meiri. S Rosenwald…","MicroRNAs accurately identify cancer tissue origin",2008,"Nature …","nature.com","http://www.nature.com/nbt/journal/v26/n4/abs/nbt1392.html","https://scholar.google.com/scholar?cites=3794819424412848451&as_sdt=5,33&sciodt=0,33&hl=en&num=20",784,"2017-06-15","","","","",0,0,0,0,830
828,"WH Wolberg. OL Mangasarian","Multisurface method of pattern separation for medical diagnosis applied to breast cytology.",1990,"Proceedings of the …","National Acad Sciences","http://www.pnas.org/content/87/23/9193.short","https://scholar.google.com/scholar?cites=8395398308428054600&as_sdt=5,33&sciodt=0,33&hl=en&num=20",748,"2017-06-15","","","","",0,0,0,0,828
827,"SH Reichard. CW Hamilton","Predicting invasions of woody plants introduced into North America",1997,"Conservation Biology","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1046/j.1523-1739.1997.95473.x/full","https://scholar.google.com/scholar?cites=6342405489796257575&as_sdt=5,33&sciodt=0,33&hl=en&num=20",930,"2017-06-15","","","","",0,0,0,0,827
823,"L Hyafil. RL Rivest","Constructing optimal binary decision trees is NP-complete",1976,"Information processing letters","Elsevier","","https://scholar.google.com/scholar?cites=264393426857543091&as_sdt=5,33&sciodt=0,33&hl=en&num=20",17,"2017-06-15","CITATION","","","",0,0,0,0,823
814,"DW Aha","Editorial",1997,"Lazy learning","Springer","http://link.springer.com/chapter/10.1007/978-94-017-2053-3_1","https://scholar.google.com/scholar?cites=9691562313334716749&as_sdt=5,33&sciodt=0,33&hl=en&num=20",922,"2017-06-15","","","","",0,0,0,0,814
793,"CW Olanow. RL Watts. WC Koller","An algorithm (decision tree) for the management of Parkinson's disease (2001): treatment guidelines",2001,"Neurology","AAN Enterprises","http://www.neurology.org/content/56/suppl_5/S1.short","https://scholar.google.com/scholar?cites=17038227376557857510&as_sdt=5,33&sciodt=0,33&hl=en&num=20",22,"2017-06-15","","","","",0,0,0,0,793
781,"P Doubilet. CB Begg. MC Weinstein…","Probabilistic sensitivity analysis using Monte Carlo simulation: a practical approach",1985,"Medical decision …","journals.sagepub.com","http://journals.sagepub.com/doi/pdf/10.1177/0272989X8500500205","https://scholar.google.com/scholar?cites=12943554425055170587&as_sdt=5,33&sciodt=0,33&hl=en&num=20",835,"2017-06-15","","","","",0,0,0,0,781
779,"T Yoshimura. K Tokuda. T Masuko…","Simultaneous modeling of spectrum. pitch and duration in HMM-based speech synthesis",1999,"Sixth European …","sp.nitech.ac.jp","http://www.sp.nitech.ac.jp/~tokuda/selected_pub/pdf/conference/yoshimura_eurospeech1999.pdf","https://scholar.google.com/scholar?cites=9402496267078765275&as_sdt=5,33&sciodt=0,33&hl=en&num=20",333,"2017-06-15","PDF","","","",0,0,0,0,779
751,"Y Freund. L Mason","The alternating decision tree learning algorithm",1999,"icml","cseweb.ucsd.edu","https://cseweb.ucsd.edu/~yfreund/papers/atrees.pdf","https://scholar.google.com/scholar?cites=2309061382789979740&as_sdt=5,33&sciodt=0,33&hl=en&num=20",6,"2017-06-15","PDF","","","",0,0,0,0,751
750,"DM Magerman","Statistical decision-tree models for parsing",1995,"Proceedings of the 33rd annual meeting on …","dl.acm.org","http://dl.acm.org/citation.cfm?id=981695","https://scholar.google.com/scholar?cites=8441834556394450476&as_sdt=5,33&sciodt=0,33&hl=en&num=20",4,"2017-06-15","","","","",0,0,0,0,750
733,"CT Ragsdale","Spreadsheet modeling and decision analysis",2004,"","sutlib2.sut.ac.th","http://sutlib2.sut.ac.th/sut_contents/H93928.pdf","https://scholar.google.com/scholar?cites=10666630606366100799&as_sdt=5,33&sciodt=0,33&hl=en&num=20",210,"2017-06-15","BOOK","","","",0,0,0,0,733
728,"M Pal. PM Mather","An assessment of the effectiveness of decision tree methods for land cover classification",2003,"Remote sensing of environment","Elsevier","http://www.sciencedirect.com/science/article/pii/S0034425703001329","https://scholar.google.com/scholar?cites=3105707806982540621&as_sdt=5,33&sciodt=0,33&hl=en&num=20",11,"2017-06-15","","","","",0,0,0,0,728
719,"M Schoppers","Universal plans for reactive robots in unpredictable environments.",1987,"IJCAI","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/7f8b/8255ee8fb30bd5ef7a6a446858d25ecc7868.pdf","https://scholar.google.com/scholar?cites=13909507076112401056&as_sdt=5,33&sciodt=0,33&hl=en&num=20",743,"2017-06-15","PDF","","","",0,0,0,0,719
714,"P Langley","Selection of relevant features in machine learning",1994,"Proceedings of the AAAI Fall symposium on …","vvvvw.aaai.org","https://vvvvw.aaai.org/Papers/Symposia/Fall/1994/FS-94-02/FS94-02-034.pdf","https://scholar.google.com/scholar?cites=11912524720080686051&as_sdt=5,33&sciodt=0,33&hl=en&num=20",576,"2017-06-15","PDF","","","",0,0,0,0,714
699,"E Shafir. A Tversky","Thinking through uncertainty: Nonconsequential reasoning and choice",1992,"Cognitive psychology","Elsevier","http://www.sciencedirect.com/science/article/pii/001002859290015T","https://scholar.google.com/scholar?cites=3435308787140158918&as_sdt=5,33&sciodt=0,33&hl=en&num=20",736,"2017-06-15","","","","",0,0,0,0,699
698,"J Mingers","An empirical comparison of selection measures for decision-tree induction",1989,"Machine learning","Springer","http://www.springerlink.com/index/n66q74271gt85p9g.pdf","https://scholar.google.com/scholar?cites=7244855095429127514&as_sdt=5,33&sciodt=0,33&hl=en&num=20",9,"2017-06-15","","","","",0,0,0,0,698
672,"J Mingers","An empirical comparison of pruning methods for decision tree induction",1989,"Machine learning","Springer","http://www.springerlink.com/index/G7226H76NH1J4745.pdf","https://scholar.google.com/scholar?cites=7665572353869210585&as_sdt=5,33&sciodt=0,33&hl=en&num=20",8,"2017-06-15","","","","",0,0,0,0,672
667,"NI Berlin","Diagnosis and classification of the polycythemias",1975,"Semin Hematol","","","https://scholar.google.com/scholar?cites=533752615341301960&as_sdt=5,33&sciodt=0,33&hl=en&num=20",785,"2017-06-15","CITATION","","","",0,0,0,0,667
667,"VA Maria. RM Victorino","Development and validation of a clinical scale for the diagnosis of drug‐induced hepatitis",1997,"Hepatology","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/hep.510260319/full","https://scholar.google.com/scholar?cites=12349088925022377914&as_sdt=5,33&sciodt=0,33&hl=en&num=20",850,"2017-06-15","","","","",0,0,0,0,667
661,"J DeRosier. E Stalhandske. JP Bagian…","Using health care failure mode and effect analysis™: the VA National Center for Patient Safety's prospective risk analysis system",2002,"The Joint Commission …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1070324102280256","https://scholar.google.com/scholar?cites=11241225279760017342&as_sdt=5,33&sciodt=0,33&hl=en&num=20",960,"2017-06-15","","","","",0,0,0,0,661
640,"M Ben-Or","Lower bounds for algebraic computation trees",1983,"Proceedings of the fifteenth annual ACM symposium …","dl.acm.org","http://dl.acm.org/citation.cfm?id=808735","https://scholar.google.com/scholar?cites=10281399782813140810&as_sdt=5,33&sciodt=0,33&hl=en&num=20",662,"2017-06-15","","","","",0,0,0,0,640
639,"E Charniak","Statistical parsing with a context-free grammar and word statistics",1997,"AAAI/IAAI","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/2a5e/619f2c5f4220438b1357e596db5b1578398d.pdf","https://scholar.google.com/scholar?cites=2929758483418757856&as_sdt=5,33&sciodt=0,33&hl=en&num=20",890,"2017-06-15","PDF","","","",0,0,0,0,639
636,"RS De Fries. M Hansen. JRG Townshend…","Global land cover classifications at 8 km spatial resolution: the use of training data derived from Landsat imagery in decision tree classifiers",1998,"… Journal of Remote …","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1080/014311698214235","https://scholar.google.com/scholar?cites=15958369200652326127&as_sdt=5,33&sciodt=0,33&hl=en&num=20",14,"2017-06-15","","","","",0,0,0,0,636
617,"PD Turney","Cost-sensitive classification: Empirical evaluation of a hybrid genetic decision tree induction algorithm",1995,"Journal of artificial intelligence research","jair.org","http://www.jair.org/papers/paper120.html","https://scholar.google.com/scholar?cites=3506772195800341734&as_sdt=5,33&sciodt=0,33&hl=en&num=20",21,"2017-06-15","","","","",0,0,0,0,617
